Date/Time,Type,Mode_of_Communication,Patron type,Details,Location
9/17/15 10:20,Technical/Computing,In Person,Undergrad,,San Francisco
9/17/15 11:18,Service,In Person,Undergrad,,San Francisco
9/17/15 11:19,Directional,In Person,Undergrad,,San Francisco
9/17/15 11:38,Technical/Computing,In Person,,,Oakland
9/17/15 11:38,Technical/Computing,In Person,Undergrad,,Oakland
9/17/15 9:30,Reference,In Person,Undergrad,,Oakland
9/17/15 12:44,Directional,In Person,Undergrad,,Oakland
9/17/15 12:58,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/17/15 13:03,Service,In Person,Grad Student,,San Francisco
9/17/15 13:03,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/17/15 13:05,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/17/15 15:01,Reference,In Person,Grad Student,,Oakland
9/17/15 15:41,Directional,In Person,Grad Student,,San Francisco
9/17/15 15:42,Service,In Person,Grad Student,Printing,San Francisco
9/17/15 15:49,Directional,In Person,Grad Student,,San Francisco
9/17/15 15:49,Directional,In Person,Undergrad,,San Francisco
9/17/15 15:49,Directional,In Person,Undergrad,,San Francisco
9/17/15 15:49,Technical/Computing,In Person,Undergrad,,San Francisco
9/17/15 16:16,Service,In Person,Undergrad,,Oakland
9/17/15 16:17,Service,In Person,Grad Student,,Oakland
9/17/15 16:26,Service,In Person,Undergrad,,San Francisco
9/17/15 16:26,Directional,In Person,Undergrad,,San Francisco
9/17/15 17:02,Directional,In Person,Undergrad,,San Francisco
9/17/15 19:26,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/17/15 19:28,Service,In Person,Undergrad,,Oakland
9/17/15 19:28,Technical/Computing,In Person,Undergrad,,Oakland
9/18/15 10:40,Service,In Person,Undergrad,,San Francisco
9/18/15 12:30,Reference,In Person,Undergrad,,Oakland
9/18/15 13:23,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/18/15 13:23,Directional,In Person,Undergrad,,San Francisco
9/18/15 14:16,Reference,In Person,Undergrad,,San Francisco
9/18/15 15:34,Directional,In Person,Faculty,,San Francisco
9/18/15 16:38,Service,In Person,Faculty,,San Francisco
9/18/15 17:38,Directional,In Person,Undergrad,,San Francisco
9/18/15 17:38,Service,In Person,Undergrad,,San Francisco
9/18/15 17:43,Service,In Person,Grad Student,,San Francisco
9/18/15 17:43,Directional,In Person,Undergrad,,San Francisco
9/18/15 17:48,Service,In Person,Faculty,,San Francisco
9/19/15 15:42,Directional,In Person,Undergrad,,San Francisco
9/19/15 16:13,Reference,In Person,Undergrad,,San Francisco
9/19/15 16:13,Technical/Computing,In Person,Undergrad,,San Francisco
9/19/15 17:14,Reference,In Person,Undergrad,,San Francisco
9/20/15 14:46,Service,In Person,Faculty,,San Francisco
9/20/15 15:13,Service,In Person,Undergrad,,San Francisco
9/20/15 15:13,Reference,In Person,Undergrad,,San Francisco
9/20/15 16:07,Service,In Person,Undergrad,,San Francisco
9/20/15 16:07,Service,In Person,Grad Student,,San Francisco
9/20/15 16:07,Service,In Person,Undergrad,,San Francisco
9/20/15 16:36,Service,In Person,Undergrad,,San Francisco
9/20/15 16:36,Service,In Person,Undergrad,,San Francisco
9/20/15 16:52,Service,In Person,Undergrad,,San Francisco
9/20/15 16:52,Service,In Person,Undergrad,,San Francisco
9/20/15 16:53,Service,In Person,Undergrad,,San Francisco
9/20/15 17:21,Service,In Person,Grad Student,,San Francisco
9/20/15 17:21,Service,In Person,Undergrad,,San Francisco
9/20/15 17:21,Service,In Person,Undergrad,,San Francisco
9/20/15 17:36,Reference,In Person,Undergrad,,San Francisco
9/20/15 19:26,Technical/Computing,In Person,,Printing,Oakland
9/20/15 20:27,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/20/15 21:12,Technical/Computing,In Person,Undergrad,,Oakland
9/21/15 9:01,Service,Email,Faculty,VAULT,Online
9/21/15 9:05,Service,Email,Faculty,VAULT,Online
9/21/15 9:21,Service,Phone,Faculty,VAULT,San Francisco
9/21/15 11:12,Reference,In Person,Faculty,,Oakland
9/21/15 11:30,Service,Email,Faculty,VAULT,Online
9/21/15 11:30,Service,Email,Faculty,VAULT,Online
9/21/15 11:36,Service,Email,Faculty,VAULT,Online
9/21/15 11:57,Service,Email,Faculty,VAULT,Online
9/21/15 12:31,Service,Email,Faculty,VAULT,Online
9/21/15 12:31,Service,Email,Faculty,VAULT,Online
9/21/15 12:39,Reference,Email,Faculty,,Online
9/21/15 12:40,Reference,Email,Grad Student,,Online
9/21/15 12:42,Service,Email,Faculty,VAULT,Online
9/21/15 13:49,Service,Email,Faculty,VAULT,Online
9/21/15 13:56,Reference,Email,Faculty,,Online
9/21/15 14:27,Technical/Computing,In Person,Undergrad,,San Francisco
9/21/15 14:32,Technical/Computing,In Person,Undergrad,,San Francisco
9/21/15 14:44,Technical/Computing,In Person,Undergrad,,Oakland
9/21/15 14:45,Technical/Computing,In Person,,Printing,Oakland
9/21/15 14:54,Service,Email,Faculty,VAULT,Online
9/21/15 15:01,Service,Email,Faculty,VAULT,Online
9/21/15 15:18,Service,In Person,Undergrad,,San Francisco
9/21/15 15:36,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/21/15 15:37,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/21/15 15:37,Directional,In Person,Grad Student,,San Francisco
9/21/15 15:47,Service,In Person,Undergrad,,San Francisco
9/21/15 15:48,Reference,In Person,Grad Student,Materials Library,San Francisco
9/21/15 15:59,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/21/15 15:59,Technical/Computing,In Person,Undergrad,,San Francisco
9/21/15 16:16,Directional,In Person,Undergrad,,San Francisco
9/21/15 16:17,Reference,In Person,Faculty,,San Francisco
9/21/15 16:23,Service,Email,Faculty,VAULT,Online
9/21/15 16:34,Service,In Person,Undergrad,,San Francisco
9/21/15 17:09,Service,Email,Faculty,VAULT,Online
9/21/15 17:56,Technical/Computing,In Person,Undergrad,,Oakland
9/21/15 17:57,Directional,In Person,Undergrad,Printing,Oakland
9/21/15 18:06,Reference,In Person,Undergrad,,San Francisco
9/21/15 18:16,Directional,In Person,Undergrad,,San Francisco
9/21/15 18:51,Directional,In Person,Grad Student,,San Francisco
9/21/15 19:22,Service,In Person,Undergrad,,San Francisco
9/21/15 19:22,Service,In Person,Undergrad,,San Francisco
9/21/15 19:23,Directional,In Person,Undergrad,,San Francisco
9/21/15 19:25,Technical/Computing,In Person,Undergrad,,Oakland
9/21/15 19:26,Directional,In Person,Undergrad,,Oakland
9/21/15 20:52,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/21/15 21:55,Technical/Computing,In Person,Undergrad,,Oakland
9/22/15 9:05,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/22/15 9:52,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/22/15 10:11,Service,Email,Faculty,VAULT,Online
9/22/15 10:30,Service,Email,Faculty,VAULT,Online
9/22/15 12:16,Reference,In Person,,,Oakland
9/22/15 13:42,Directional,Phone,,,Oakland
9/22/15 13:44,Reference,Email,Undergrad,Archives Consultation,Oakland
9/22/15 14:20,Directional,In Person,Undergrad,Printing,San Francisco
9/22/15 14:51,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/22/15 15:25,Technical/Computing,In Person,Faculty,Printing,Oakland
9/22/15 16:09,Directional,In Person,Undergrad,,San Francisco
9/22/15 17:21,Directional,In Person,Undergrad,Printing,San Francisco
9/22/15 17:58,Technical/Computing,In Person,Undergrad,,Oakland
9/22/15 17:59,Service,In Person,Undergrad,,Oakland
9/22/15 17:59,Reference,In Person,Undergrad,Printing,Oakland
9/22/15 18:00,Service,In Person,Undergrad,,Oakland
9/22/15 20:56,Technical/Computing,In Person,Undergrad,,Oakland
9/23/15 9:48,Directional,In Person,Undergrad,,Oakland
9/23/15 10:20,Reference,In Person,Grad Student,,San Francisco
9/23/15 12:36,Directional,In Person,Undergrad,,San Francisco
9/23/15 12:48,Service,In Person,Staff,,San Francisco
9/23/15 14:19,Directional,In Person,Undergrad,,San Francisco
9/23/15 14:31,Technical/Computing,In Person,Undergrad,,Oakland
9/23/15 15:13,Reference,In Person,Undergrad,Archives Consultation,Oakland
9/23/15 15:56,Directional,In Person,Staff,,San Francisco
9/23/15 15:56,Directional,In Person,Faculty,,San Francisco
9/23/15 16:03,Directional,In Person,Undergrad,,San Francisco
9/23/15 19:22,Service,In Person,Faculty,,Oakland
9/23/15 19:53,Directional,In Person,Undergrad,,Oakland
9/23/15 22:34,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/24/15 8:10,Service,Email,Alumni,,Online
9/24/15 8:10,Reference,Email,Faculty,,Online
9/24/15 8:14,Service,In Person,Undergrad,Printing,Oakland
9/24/15 11:17,Service,Email,Undergrad,VAULT,Online
9/23/15 16:00,Reference,In Person,Grad Student,,San Francisco
9/24/15 12:22,Directional,In Person,Faculty,,San Francisco
9/24/15 13:09,Reference,In Person,Undergrad,,San Francisco
9/23/15 18:12,Service,In Person,Undergrad,Printing,San Francisco
9/24/15 14:19,Directional,In Person,Undergrad,,San Francisco
9/23/15 19:41,Service,In Person,Grad Student,,San Francisco
9/24/15 14:30,Directional,Phone,Small Press Traffic person,,San Francisco
9/24/15 17:40,Service,In Person,Undergrad,,San Francisco
9/24/15 17:40,Directional,In Person,Undergrad,,San Francisco
9/24/15 17:40,Directional,In Person,Grad Student,,San Francisco
9/24/15 17:40,Service,In Person,Undergrad,,San Francisco
9/24/15 17:40,Directional,In Person,Grad Student,,San Francisco
9/24/15 18:58,Directional,In Person,Grad Student,,San Francisco
9/24/15 18:58,Directional,In Person,Grad Student,,San Francisco
9/24/15 20:29,Technical/Computing,In Person,Undergrad,,Oakland
9/24/15 20:00,Service,In Person,Undergrad,,Oakland
9/24/15 19:30,Service,In Person,Undergrad,,Oakland
9/25/15 9:11,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/25/15 9:32,Directional,In Person,Undergrad,Printing,San Francisco
9/25/15 11:43,Reference,In Person,Grad Student,,San Francisco
9/25/15 13:08,Service,In Person,Undergrad,,San Francisco
9/25/15 14:26,Reference,Phone,,,Oakland
9/25/15 15:05,Directional,In Person,Undergrad,,Oakland
9/25/15 15:06,Technical/Computing,In Person,Undergrad,,San Francisco
9/25/15 15:06,Service,In Person,Grad Student,,San Francisco
9/25/15 15:06,Technical/Computing,In Person,Undergrad,,San Francisco
9/25/15 16:12,Directional,In Person,Undergrad,,San Francisco
9/25/15 16:12,Service,In Person,Undergrad,Printing,San Francisco
9/25/15 16:13,Directional,In Person,Grad Student,,San Francisco
9/25/15 16:49,Reference,In Person,,,Oakland
9/27/15 14:11,Service,In Person,Grad Student,,San Francisco
9/27/15 14:41,Reference,In Person,Undergrad,,San Francisco
9/27/15 15:06,Service,In Person,Undergrad,,San Francisco
9/27/15 15:07,Service,In Person,Grad Student,,San Francisco
9/27/15 15:15,Service,In Person,Undergrad,,San Francisco
9/27/15 15:29,Service,In Person,Undergrad,,San Francisco
9/27/15 16:05,Service,In Person,Undergrad,,San Francisco
9/27/15 16:16,Service,In Person,Grad Student,,San Francisco
9/27/15 16:25,Service,In Person,Undergrad,,San Francisco
9/27/15 16:40,Service,In Person,Undergrad,,San Francisco
9/27/15 16:52,Service,In Person,Undergrad,,San Francisco
9/27/15 17:12,Service,In Person,Grad Student,,San Francisco
9/27/15 17:55,Service,In Person,Undergrad,,San Francisco
9/27/15 19:13,Service,In Person,Undergrad,,Oakland
9/27/15 19:56,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/27/15 22:48,Directional,In Person,Grad Student,,Oakland
9/28/15 8:13,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/28/15 8:14,Service,Email,Faculty,,Online
9/28/15 8:24,Reference,Email,Grad Student,,Online
9/28/15 8:51,Reference,Email,Faculty,,Online
9/28/15 9:00,Service,Email,Faculty,,Online
9/28/15 9:20,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/28/15 9:21,Technical/Computing,In Person,Grad Student,,San Francisco
9/28/15 10:38,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/28/15 10:48,Service,Email,Faculty,VAULT,Online
9/28/15 11:08,Directional,In Person,Undergrad,,Oakland
9/28/15 11:47,Service,Email,Faculty,VAULT,Online
9/28/15 11:48,Directional,In Person,,Printing,Oakland
9/28/15 11:49,Directional,In Person,,Printing,Oakland
9/28/15 12:15,Service,Email,Faculty,VAULT,Online
9/28/15 14:04,Service,Email,Faculty,VAULT,Online
9/28/15 14:37,Reference,In Person,Grad Student,Materials Library,San Francisco
9/28/15 14:43,Reference,In Person,,Materials Library,San Francisco
9/28/15 14:46,Reference,In Person,Undergrad,Materials Library,San Francisco
9/28/15 14:46,Service,In Person,Undergrad,,Oakland
9/28/15 15:07,Reference,In Person,Grad Student,Materials Library,San Francisco
9/28/15 15:26,Reference,In Person,Undergrad,Materials Library,San Francisco
9/28/15 15:26,Reference,In Person,,Materials Library,San Francisco
9/28/15 17:35,Technical/Computing,In Person,Undergrad,,San Francisco
9/28/15 17:56,Directional,In Person,Undergrad,Printing,Oakland
9/28/15 17:56,Service,In Person,Undergrad,,San Francisco
9/28/15 17:56,Technical/Computing,In Person,,Printing,Oakland
9/28/15 19:11,Directional,In Person,Undergrad,,San Francisco
9/28/15 19:12,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/28/15 19:13,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/28/15 19:13,Directional,In Person,Grad Student,,San Francisco
9/29/15 9:34,Service,Email,UCB grad student instructors,,Online
9/29/15 9:47,Directional,In Person,Undergrad,,San Francisco
9/29/15 9:47,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/29/15 9:51,Directional,In Person,Grad Student,,San Francisco
9/29/15 9:53,Service,In Person,Undergrad,,San Francisco
9/29/15 9:54,Reference,In Person,Undergrad,,San Francisco
9/29/15 11:12,Technical/Computing,In Person,,Printing,Oakland
9/29/15 12:09,Reference,In Person,Undergrad,,San Francisco
9/29/15 13:48,Service,Phone,Undergrad,,Oakland
9/29/15 14:04,Directional,In Person,,Printing,Oakland
9/29/15 14:53,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/29/15 15:12,Technical/Computing,In Person,Undergrad,Printing,Oakland
9/29/15 15:16,Reference,Phone,Faculty,,Oakland
9/29/15 15:47,Service,Phone,Grad Student,,San Francisco
9/29/15 15:56,Service,Phone,Faculty,,San Francisco
9/29/15 16:19,Directional,In Person,Undergrad,,San Francisco
9/29/15 16:19,Directional,In Person,Grad Student,,San Francisco
9/29/15 16:20,Service,In Person,Undergrad,Printing,San Francisco
9/29/15 16:37,Service,Phone,,,San Francisco
9/29/15 18:15,Reference,In Person,Undergrad,,San Francisco
9/30/15 8:29,Service,Email,outside researcher,Archives Consultation,Online
9/30/15 10:32,Reference,Email,Faculty,,San Francisco
9/30/15 12:21,Technical/Computing,In Person,Undergrad,Printing,San Francisco
9/30/15 12:21,Technical/Computing,In Person,Grad Student,,San Francisco
9/30/15 12:38,Service,In Person,Undergrad,,San Francisco
9/30/15 12:49,Directional,In Person,Undergrad,Materials Library,San Francisco
9/30/15 15:19,Reference,In Person,Faculty,,San Francisco
9/30/15 15:21,Directional,In Person,Undergrad,,San Francisco
9/30/15 16:07,Technical/Computing,In Person,Alumni,Printing,Oakland
9/30/15 16:38,Service,In Person,,,Oakland
9/30/15 16:38,Directional,In Person,,,Oakland
9/30/15 10:00,Reference,Email,Faculty,,Online
9/30/15 19:26,Technical/Computing,In Person,Undergrad,Printing,Oakland
10/1/15 9:46,Directional,Phone,Undergrad,,San Francisco
10/1/15 12:25,Directional,In Person,Undergrad,Materials Library,San Francisco
10/1/15 13:12,Service,In Person,Grad Student,,San Francisco
10/1/15 13:17,Reference,Phone,Faculty,,Oakland
10/1/15 13:17,Reference,Email,Grad Student,,Online
10/1/15 14:06,Service,In Person,Undergrad,Printing,San Francisco
10/1/15 14:07,Technical/Computing,In Person,Undergrad,Printing,San Francisco
10/1/15 15:20,Directional,In Person,Undergrad,,San Francisco
10/1/15 15:20,Directional,In Person,Undergrad,,San Francisco
10/1/15 16:51,Service,In Person,,,Oakland
10/1/15 17:05,Directional,In Person,Grad Student,,San Francisco
10/1/15 17:14,Technical/Computing,In Person,Faculty,,Oakland
10/1/15 18:19,Service,In Person,Undergrad,,San Francisco
10/1/15 22:36,Directional,In Person,Undergrad,,Oakland
10/2/15 9:16,Service,Email,Undergrad,Materials Library,Online
10/2/15 9:31,Technical/Computing,In Person,Faculty,Printing,Oakland
10/2/15 9:32,Technical/Computing,In Person,,,Oakland
10/2/15 9:45,Technical/Computing,In Person,Undergrad,,Oakland
10/2/15 9:45,Directional,In Person,Undergrad,Printing,Oakland
10/2/15 12:40,Reference,In Person,Grad Student,,San Francisco
10/2/15 12:41,Reference,In Person,Faculty,,San Francisco
10/2/15 12:41,Service,In Person,Faculty,,San Francisco
10/2/15 12:49,Directional,In Person,Undergrad,Printing,San Francisco
10/2/15 12:49,Directional,In Person,Grad Student,,San Francisco
10/1/15 18:03,Service,In Person,Undergrad,Printing,San Francisco
10/2/15 19:26,Service,In Person,Undergrad,Printing,San Francisco
10/1/15 14:00,Directional,In Person,Grad Student,,San Francisco
10/1/15 17:08,Service,In Person,Undergrad,,San Francisco
10/2/15 14:27,Directional,In Person,Undergrad,,Oakland
10/2/15 15:03,Directional,In Person,,,Oakland
10/2/15 15:19,Service,In Person,Alumni,,San Francisco
10/2/15 15:19,Technical/Computing,In Person,Undergrad,,Oakland
10/2/15 15:20,Directional,In Person,Undergrad,,Oakland
10/2/15 16:38,Reference,In Person,Faculty,VAULT,Oakland
10/2/15 17:12,Service,In Person,Grad Student,,San Francisco
10/2/15 17:12,Technical/Computing,In Person,Undergrad,,San Francisco
10/2/15 17:14,Service,In Person,,,San Francisco
10/2/15 17:14,Service,In Person,Undergrad,,San Francisco
10/2/15 17:47,Service,In Person,Undergrad,,San Francisco
10/3/15 15:07,Service,Phone,Grad Student,,San Francisco
10/3/15 15:08,Directional,In Person,Undergrad,,San Francisco
10/4/15 14:00,Reference,In Person,Undergrad,,San Francisco
10/4/15 14:14,Service,In Person,Grad Student,,San Francisco
10/4/15 15:41,Service,In Person,Undergrad,,San Francisco
10/4/15 16:16,Service,In Person,Grad Student,,San Francisco
10/4/15 17:31,Service,In Person,Grad Student,,San Francisco
10/4/15 17:42,Service,In Person,Grad Student,,San Francisco
10/4/15 17:55,Service,In Person,Undergrad,,San Francisco
10/4/15 19:11,Technical/Computing,In Person,,Printing,Oakland
10/4/15 20:15,Technical/Computing,In Person,Undergrad,Printing,Oakland
10/4/15 21:08,Technical/Computing,In Person,Undergrad,Printing,Oakland
10/5/15 8:39,Service,In Person,Undergrad,,Oakland
